sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,overall,player_positions
251045,V. Rață,Vadim Rață,26,1993-05-05,173,64,Moldova,Chindia Târgovişte,Romanian Liga I,61,CDM
191336,S. Ando,安藤 骏介,28,1990-08-10,185,79,Japan,Kawasaki Frontale,Japanese J. League Division 1,61,GK
194148,M. O'Brien,Mark O'Brien,26,1992-11-20,180,77,Republic of Ireland,Newport County,English League Two,61,CB
194791,R. Murray,Ronan Murray,27,1991-09-12,170,70,Republic of Ireland,Sligo Rovers,Rep. Ireland Airtricity League,61,"CAM, ST"
198252,C. Clay,Craig Clay,27,1992-05-05,180,73,England,Leyton Orient,English League Two,61,CM
200844,J. Keohane,Jimmy Keohane,28,1991-01-22,180,72,Republic of Ireland,Rochdale,English League One,61,"CDM, CAM, RB"
202244,B. Meredith,Bryan Meredith,29,1989-08-02,188,94,United States,Seattle Sounders FC,USA Major League Soccer,61,GK
202436,J. Tjørnelund,Jacob Tjørnelund,27,1991-12-31,183,78,Denmark,Hobro IK,Danish Superliga,61,"LB, LM"
203504,A. Amadi-Holloway,Aaron Amadi-Holloway,26,1993-02-21,188,83,Wales,Brisbane Roar,Australian Hyundai A-League,61,"ST, RM"
203897,H. Toivomäki,Henri Toivomäki,27,1992-02-21,186,83,Finland,HJK Helsinki,Rest of World,61,"CB, RB"
204301,M. Sørensen,Marc Rochester Sørensen,26,1992-12-13,180,68,Denmark,Silkeborg IF,Danish Superliga,61,"CAM, LM, RM"
206596,F. Pinteaux,Florian Pinteaux,27,1992-02-04,181,72,France,FC Chambly Oise,French Ligue 2,61,LB
208073,Ahn Young Kyu,안영규 安杨奎,29,1989-12-04,185,79,Korea Republic,Seongnam FC,Korean K League Classic,61,CB
220352,Moyita,Sergio Dueñas Ruiz,26,1992-09-11,172,75,Spain,RCD Mallorca,Spain Primera Division,61,"RM, CAM"
221852,Liu Yang,刘洋,28,1991-02-09,188,78,China PR,Tianjin TEDA FC,Chinese Super League,61,CB
224585,L. Lozoya,Luis Alberto Lozoya Mendoza,26,1993-04-10,176,72,Mexico,Tiburones Rojos de Veracruz,Mexican Liga MX,61,LB
226197,Feng Jing,冯劲,25,1993-08-14,175,70,China PR,Chongqing Dangdai Lifan FC SWM Team,Chinese Super League,61,"RM, RW"
231494,D. Cortés,David Cortés Armero,27,1992-05-02,177,70,Colombia,Jaguares de Córdoba,Colombian Liga Postobón,61,"ST, CAM"
235401,V. Golemić,Vladimir Golemić,28,1991-06-28,192,83,Serbia,Crotone,Italian Serie B,61,CB
238668,M. Hofrath,Marcel Hofrath,26,1993-03-21,180,75,Germany,SV Waldhof Mannheim,German 3. Bundesliga,61,LB
239774,M. Currarino,Michele Currarino,26,1992-08-06,177,69,Italy,Virtus Entella,Italian Serie B,61,CF
243802,B. Kindsvater,Benjamin Kindsvater,26,1993-02-08,175,67,Germany,TSV 1860 München,German 3. Bundesliga,61,"LM, RM, CAM"
246985,N. Albadawi,Nazmi Albadawi,27,1991-08-24,180,75,Palestine,FC Cincinnati,USA Major League Soccer,61,CAM
247638,J. Portillo,Justin Portillo,26,1992-09-09,168,61,United States,Real Salt Lake,USA Major League Soccer,61,CM
251654,Sanz,Rodrigo Sanz Garro,26,1993-03-29,178,73,Spain,CD Mirandés,Spanish Segunda División,61,"RM, ST"
53352,D. Bulman,Dannie Bulman,40,1979-01-24,175,75,England,Crawley Town,English League Two,61,"CM, CDM"
120041,X. Pinoteau,Xavier Pinoteau,36,1983-02-12,188,80,France,FC Chambly Oise,French Ligue 2,61,GK
137166,P. Jones,Paul Jones,33,1986-06-28,191,83,England,Sheffield Wednesday,English League Championship,61,GK
138719,C. O'Grady,Chris O'Grady,33,1986-01-25,191,78,England,Oldham Athletic,English League Two,61,ST
142266,D. Flinta,Dennis Flinta,35,1983-11-14,184,83,Denmark,Silkeborg IF,Danish Superliga,61,CB
152480,M. Moström,Mattias Kent Moström,36,1983-02-25,178,68,Sweden,Molde FK,Norwegian Eliteserien,61,"RM, LM"
155352,Kim Seung Yong,김승용 金胜永,34,1985-03-14,181,75,Korea Republic,Incheon United FC,Korean K League Classic,61,"RW, RM"
160293,T. Soares,Tom Soares,32,1986-07-10,183,72,England,Stevenage,English League Two,61,"CM, CDM"
167925,J. O'Brien,Joseph Martin O'Brien,33,1986-02-17,180,70,Republic of Ireland,Shamrock Rovers,Rep. Ireland Airtricity League,61,"RB, CB, LB"
169447,M. McGlinchey,Michael McGlinchey,32,1987-01-07,175,68,New Zealand,Central Coast Mariners,Australian Hyundai A-League,61,"CAM, CM"
169481,E. Nolan,Eddie Nolan,30,1988-08-05,185,77,Republic of Ireland,Crewe Alexandra,English League Two,61,CB
172104,H. Ramírez,Horacio Martín Ramírez,35,1984-03-21,186,82,Argentina,Unión Magdalena,Colombian Liga Postobón,61,GK
172944,G. Coke,Giles Coke,33,1986-06-03,180,79,England,Oldham Athletic,English League Two,61,CM
173401,A. Vanins,Andris Vaņins,39,1980-04-30,186,85,Latvia,FC Zürich,Swiss Super League,61,GK
174199,S. Old,Steven Old,33,1986-02-17,190,85,New Zealand,Morecambe,English League Two,61,CB
177679,D. Vržogić,David Vržogić,29,1989-08-10,180,68,Germany,SV Meppen,German 3. Bundesliga,61,"LB, LWB, LM"
177971,J. McNulty,Jim McNulty,34,1985-02-13,183,77,Scotland,Rochdale,English League One,61,CB
178008,J. Harris,Jay Harris,32,1987-04-15,170,73,England,Macclesfield Town,English League Two,61,CM
180749,T. Elrich,Tarek Elrich,32,1987-01-01,180,77,Australia,Western Sydney Wanderers,Australian Hyundai A-League,61,"CB, LB, RB"
181849,Cui Peng,崔鹏,32,1987-05-31,177,81,China PR,Shandong Luneng TaiShan FC,Chinese Super League,61,"CDM, CM"
182076,Liu Zhenli,刘震理,34,1985-06-26,194,97,China PR,Shandong Luneng TaiShan FC,Chinese Super League,61,GK
182385,Liu Weidong,刘卫东,32,1987-01-29,177,68,China PR,Chongqing Dangdai Lifan FC SWM Team,Chinese Super League,61,"RW, RM, LM"
182422,Zhang Lu,张鹭,31,1987-09-06,192,85,China PR,Tianjin Quanjian FC,Chinese Super League,61,GK
183017,Lei Yongchi,雷永驰,30,1989-01-02,175,65,China PR,Tianjin TEDA FC,Chinese Super League,61,CF
183142,K. Etuhu,Kelvin Etuhu,31,1988-05-30,185,71,Nigeria,Carlisle United,English League Two,61,"CDM, CM"
184843,B. Tozer,Ben Peter Anthony Tozer,29,1990-03-01,185,81,England,Cheltenham Town,English League Two,61,"CB, CM"
186763,A. Maccoppi,Andrea Maccoppi,32,1987-01-22,176,68,Italy,Servette FC,Swiss Super League,61,"CDM, CM"
186969,Zhou Yajun,周亚君,34,1984-10-17,185,65,China PR,Shenzhen FC,Chinese Super League,61,GK
189377,S. Frederiksen,Søren Frederiksen,29,1989-07-08,185,76,Denmark,SønderjyskE,Danish Superliga,61,"LM, ST, LB"
191685,Kim Keun Bae,김근배 金槿裴,32,1986-08-07,187,80,Korea Republic,Seongnam FC,Korean K League Classic,61,GK
198899,João Pereira,João Duarte Vieira Pereira,29,1990-05-10,183,79,Portugal,SønderjyskE,Danish Superliga,61,"LB, CB"
198927,T. Miller,Tom Miller,29,1990-06-29,176,72,England,Bury,English League One,61,"RB, RWB"
200485,J. McGlashan,Jermaine McGlashan,31,1988-04-14,170,60,England,Swindon Town,English League Two,61,RM
200676,Feng Renliang,冯仁亮,31,1988-05-12,181,74,China PR,Beijing Renhe FC,Chinese Super League,61,"RW, RM, LM"
200703,R. Siemaszko,Rafał Siemaszko,32,1986-09-11,170,68,Poland,Arka Gdynia,Polish T-Mobile Ekstraklasa,61,ST
202959,Choi Hyun Tae,최현태 崔玄态,31,1987-09-15,179,75,Korea Republic,Jeju United FC,Korean K League Classic,61,"CM, CDM"
204222,M. Dolan,Matthew Dolan,26,1993-02-11,175,70,England,Newport County,English League Two,61,CM
206425,F. Adjei,Felix Adjei,28,1990-12-17,184,77,Ghana,WSG Tirol,Austrian Football Bundesliga,61,"LM, LB"
207459,O. Sveen,Ole Amund Sveen,29,1990-01-05,181,77,Norway,FK Bodø/Glimt,Norwegian Eliteserien,61,"CM, LW, ST"
207544,Park Sun Yong,박선용 朴宣勇,30,1989-03-12,173,67,Korea Republic,Pohang Steelers,Korean K League Classic,61,CM
208676,N. Fitzgerald,Nick Fitzgerald,27,1992-02-13,175,70,Australia,Newcastle Jets,Australian Hyundai A-League,61,"LM, RM"
208953,M. Al Qarni,Mohammed Al Qarni,29,1989-11-24,174,69,Saudi Arabia,Al Wehda,Saudi Abdul L. Jameel League,61,CDM
208988,H. Shaian,Hussain Abdoh Al Shae'an,30,1989-05-23,184,70,Saudi Arabia,Al Taawoun,Saudi Abdul L. Jameel League,61,GK
209040,M. Hazazi,Majed Hazazi,31,1988-03-19,167,57,Saudi Arabia,Damac FC,Saudi Abdul L. Jameel League,61,RB
209222,A. Khrees,Awadh Ali Khrees,28,1991-01-05,178,73,Saudi Arabia,Al Faisaly,Saudi Abdul L. Jameel League,61,RB
210149,M. Majrashi,Mohammed Yahya Majrashi,28,1991-05-20,180,72,Saudi Arabia,Al Fateh,Saudi Abdul L. Jameel League,61,"ST, LM"
210206,A. Majrashi,Abdulaziz Majrashi,27,1991-07-21,162,58,Saudi Arabia,Al Fayha,Saudi Abdul L. Jameel League,61,RWB
210264,T. Vollnhofer,Thomas Vollnhofer,34,1984-09-02,179,75,Austria,SKN St. Pölten,Austrian Football Bundesliga,61,GK
210791,A. Al Saleh,Abdullah Al Saleh,29,1989-10-15,184,78,Saudi Arabia,Ettifaq FC,Saudi Abdul L. Jameel League,61,GK
212319,Park Hee Seong,박의성 朴熙胜,29,1990-04-07,188,80,Korea Republic,FC Seoul,Korean K League Classic,61,ST
212683,J. Matt,Jamille Matt,29,1989-10-20,194,92,Jamaica,Newport County,English League Two,61,ST
212759,Kong Min Hyeon,Min Hyeon Kong,29,1990-01-19,182,71,Korea Republic,Seongnam FC,Korean K League Classic,61,ST
212800,Jwa Joon Hyeop,좌준협 左峻协,28,1991-05-07,178,77,Korea Republic,Gyeongnam FC,Korean K League Classic,61,CM
212925,Kim Tae Ho,김태호 Tae Ho Kim,29,1989-09-22,182,77,Korea Republic,Incheon United FC,Korean K League Classic,61,RB
212960,Jung Seon Ho,정선호 郑顺浩,30,1989-03-25,182,78,Korea Republic,Daegu FC,Korean K League Classic,61,"CDM, CM"
212964,Jo Soo Chul,조수철 赵秀哲,28,1990-10-30,178,64,Korea Republic,Sangju Sangmu FC,Korean K League Classic,61,"CM, CDM"
213571,C. Elliott,Christie Elliott,28,1991-05-26,185,81,England,Carlisle United,English League Two,61,RB
214084,A. Arboleda,Andrés Felipe Arboleda Hurtado,32,1987-04-13,183,84,Colombia,Jaguares de Córdoba,Colombian Liga Postobón,61,"CDM, CB"
215207,J. Vieyra,Juan Ignacio Vieyra,27,1992-04-20,175,69,Argentina,Club Atlético Huracán,Argentina Primera División,61,"RM, CB"
215660,J. Thorsen,Jonas Søndberg Thorsen,29,1990-04-19,184,79,Denmark,AC Horsens,Danish Superliga,61,"CM, LB, RM"
217156,Zhang Lie,张烈,37,1982-05-25,190,85,China PR,Beijing Renhe FC,Chinese Super League,61,GK
218738,Ely,Ely Ernesto Lopes Fernandes,28,1990-11-04,187,74,Cape Verde,Gaz Metan Mediaş,Romanian Liga I,61,LM
221369,K. Al Kaabi,Khalid Hussain Al Kabi,27,1992-05-24,177,69,Saudi Arabia,Al Faisaly,Saudi Abdul L. Jameel League,61,"RM, ST, LM"
221881,M. O'Sullivan,Mark O’Sullivan,36,1983-02-01,179,74,Republic of Ireland,Cork City,Rep. Ireland Airtricity League,61,ST
222188,Zhou Tong,周通,29,1990-01-12,171,66,China PR,Wuhan Zall,Chinese Super League,61,"LM, LWB"
222624,Bai Yuefeng,白磊,32,1987-03-28,180,74,China PR,Tianjin TEDA FC,Chinese Super League,61,RB
223451,K. Akyüz,Kerem Can Akyüz,30,1989-07-01,173,69,Turkey,Denizlispor,Turkish Süper Lig,61,LB
224002,N. Mousa,Naif Al-Mousa,32,1986-11-21,166,68,Saudi Arabia,Al Hazem,Saudi Abdul L. Jameel League,61,LB
224088,N. Atangana,Nigel Atangana,29,1989-09-09,187,72,France,Exeter City,English League Two,61,"CM, CDM"
226107,L. Marić,Luka Marić,32,1987-04-25,182,78,Croatia,Arka Gdynia,Polish T-Mobile Ekstraklasa,61,CB
226844,Jiang Jihong,姜积弘,29,1990-02-08,191,88,China PR,Guangzhou R&F FC,Chinese Super League,61,CB
227371,W. Mosquera,Wílder Mosquera Romaña,34,1985-01-21,191,85,Colombia,Atlético Huila,Colombian Liga Postobón,61,GK
228098,K. Garcia,Kevin Garcia,28,1990-08-21,188,87,United States,Houston Dynamo,USA Major League Soccer,61,"CB, LB, LM"
228176,Joo Hyeon Woo,주현우 朱炫吾,28,1990-09-12,173,67,Korea Republic,Seongnam FC,Korean K League Classic,61,"LW, LM"
228701,S. Al Masrahi,Sultan Mohammed Al Masrahi,32,1987-05-31,185,87,Saudi Arabia,Damac FC,Saudi Abdul L. Jameel League,61,CB
229419,G. Reilly,Gavin Reilly,26,1993-05-10,181,73,Scotland,Cheltenham Town,English League Two,61,ST
232540,R. Takahashi,髙橋 諒,25,1993-07-16,170,63,Japan,Matsumoto Yamaga,Japanese J. League Division 1,61,"LM, LWB, LB"
234235,I. Isa,Ismail Isa Mustafa,30,1989-06-26,184,78,Bulgaria,,,61,ST
234884,S. Lewicki,Szymon Lewicki,31,1988-04-05,193,82,Poland,Raków Częstochowa,Polish T-Mobile Ekstraklasa,61,ST
237052,C. Omeje,Chidi Dauda Omeje,29,1990-05-05,184,78,Nigeria,GIF Sundsvall,Swedish Allsvenskan,61,ST
237054,F. Ali,Ferid Ali,27,1992-04-07,183,70,Sweden,AFC Eskilstuna,Swedish Allsvenskan,61,"RM, CM, LM"
237426,H. Nakabayashi,中林 洋次,33,1986-04-28,182,73,Japan,Yokohama F. Marinos,Japanese J. League Division 1,61,GK
238106,Wang Wei,王伟,30,1989-06-22,183,75,China PR,Shanghai Greenland Shenhua FC,Chinese Super League,61,"LM, RM, LB"
239880,D. Lloyd,Danny Lloyd,27,1991-12-03,171,63,England,Salford City,English League Two,61,LM
241339,Zhang Cheng,张诚,30,1989-06-28,180,72,China PR,Tianjin Quanjian FC,Chinese Super League,61,RB
242060,A. Al Fiqi,Ahmed Ashraf Al-Fiqi,26,1992-12-31,176,66,Saudi Arabia,Al Hilal,Saudi Abdul L. Jameel League,61,"RM, LM"
242147,W. Piñones,Wilson Eduardo Piñones Aguirre,31,1988-04-07,176,70,Chile,Deportes Iquique,Chilian Campeonato Nacional,61,"LB, LM"
242164,E. Kupen,Endre Kupen,29,1990-07-01,172,71,Norway,FK Bodø/Glimt,Norwegian Eliteserien,61,ST
242875,Ma Xingyu,马兴煜,29,1989-11-04,181,77,China PR,Henan Jianye FC,Chinese Super League,61,"CM, CDM"
244469,P. Di Nardo,Pietro Di Nardo,29,1990-02-08,175,71,Switzerland,Neuchâtel Xamax,Swiss Super League,61,"CDM, CM"
244670,Javi Pérez,Francisco Javier Pérez Páez,33,1986-01-27,180,77,Spain,Extremadura UD,Spanish Segunda División,61,"CM, CAM"
246432,T. Englund,Tobias Englund,30,1989-02-06,174,70,Sweden,Falkenbergs FF,Swedish Allsvenskan,61,"LB, LM, RM"
247205,L. Hroššo,Lukáš Hroššo,32,1987-04-19,196,90,Slovakia,Cracovia,Polish T-Mobile Ekstraklasa,61,GK
247222,Liu Yi,刘逸,30,1988-08-26,180,72,China PR,Wuhan Zall,Chinese Super League,61,"CB, LB"
247969,M. Pleașcă,Marian Pleașcă,29,1990-02-06,176,73,Romania,Gaz Metan Mediaş,Romanian Liga I,61,RB
247991,R. Dâlbea,Răzvan Adrian Dâlbea,37,1981-10-08,184,80,Romania,FC Hermannstadt,Romanian Liga I,61,CM
248076,N. Bădic,Narcis Iulian Bădic,27,1991-07-15,181,73,Romania,Politehnica Iaşi,Romanian Liga I,61,LB
250902,O. Ceylan,Oğuz Ceylan,28,1990-12-15,174,72,Turkey,Gazişehir Gaziantep F.K.,Turkish Süper Lig,61,RB
251037,B. Șandru,Bogdan Andrei Şandru,29,1989-07-04,186,80,Romania,Chindia Târgovişte,Romanian Liga I,61,"CB, LB"
251041,C. Dinu,Cornel Dinu,30,1989-06-09,175,70,Romania,Chindia Târgovişte,Romanian Liga I,61,LB
251046,D. Novac,Daniel Ionuț Novac,31,1987-09-26,180,76,Romania,Chindia Târgovişte,Romanian Liga I,61,"CM, RM"
251523,A. Marinescu,Andrei Daniel Marinescu,34,1985-02-11,191,82,Romania,Universitatea Craiova,Romanian Liga I,61,GK
251635,A. Țigănașu,Alexandru Țigănașu,29,1990-06-12,179,74,Romania,FC Botoşani,Romanian Liga I,61,LB
251729,D. Pillai,Devindra Pillai,31,1988-06-22,178,70,India,,,61,"RM, RW"
252238,A. Velasco,Alan Agustín Velasco,16,2002-07-27,167,63,Argentina,Independiente,Argentina Primera División,60,"LM, RM, ST"
241419,M. Bird,Max Bird,18,2000-09-18,183,68,England,Derby County,English League Championship,60,"CM, LB"
243169,Y. Begraoui,Yanis Begraoui,17,2001-07-04,175,62,France,AJ Auxerre,French Ligue 2,60,"ST, RM"
247497,A. Bella-Kotchap,Armel Bella-Kotchap,17,2001-12-11,190,87,Germany,VfL Bochum 1848,German 2. Bundesliga,60,CB
248133,C. Haydar,Cesar Rafael Haydar Villarreal,18,2001-03-31,185,70,Colombia,Junior FC,Colombian Liga Postobón,60,CB
242856,E. Alvarez,Efrain Alvarez,17,2002-06-19,173,68,Mexico,LA Galaxy,USA Major League Soccer,60,"CAM, CF"
243468,A. Balanta,Andrés Felipe Balanta Cifuentes,19,2000-01-18,178,72,Colombia,Deportivo Cali,Colombian Liga Postobón,60,CDM
243710,G. Innocent,Garissone Innocent,19,2000-04-16,190,80,France,Paris Saint-Germain,French Ligue 1,60,GK
243817,E. Sørensen,Elias Sørensen,19,1999-09-18,189,77,Denmark,Carlisle United,English League Two,60,"ST, CF"
244634,S. Sohm,Simon Sohm,18,2001-04-11,188,85,Switzerland,FC Zürich,Swiss Super League,60,CDM
245865,S. Bajic,Stefan Bajic,17,2001-12-23,191,84,France,AS Saint-Étienne,French Ligue 1,60,GK
247507,P. Glatzel,Paul Glatzel,18,2001-02-20,174,67,Germany,Liverpool,English Premier League,60,ST
248228,V. De Baunbag,Víctor Christopher De Baunbaug,18,2000-08-05,191,77,Spain,RCD Mallorca,Spain Primera Division,60,"ST, RW"
248384,I. Gruev,Ilia Iliev Gruev,19,2000-05-06,189,74,Bulgaria,SV Werder Bremen,German 1. Bundesliga,60,"CDM, LM"
248808,A. Hickey,Aaron Hickey,17,2002-06-10,175,72,Scotland,Heart of Midlothian,Scottish Premiership,60,"LB, CM"
252544,M. Mercan,Münir Mercan,18,2000-12-10,176,69,Germany,FC Schalke 04,German 1. Bundesliga,60,"CM, CAM"
233047,J. Latibeaudiere,Joël Latibeaudiere,19,2000-01-06,180,72,England,Manchester City,English Premier League,60,CB
238389,B. Wilmot,Ben Wilmot,19,1999-11-04,188,80,England,Swansea City,English League Championship,60,CB
239891,A. Karnuçu,Abdussamed Karnuçu,19,2000-02-04,183,75,Turkey,Galatasaray SK,Turkish Süper Lig,60,"CDM, CB"
243056,A. Lewis,Adam Lewis,19,1999-11-08,175,63,England,Liverpool,English Premier League,60,"LB, LM, CM"
245341,C. Bassett,Cole Bassett,17,2001-07-28,180,67,United States,Colorado Rapids,USA Major League Soccer,60,CM
246112,N. Djouahra,Näis Djouahra,19,1999-11-23,171,67,France,Real Sociedad,Spain Primera Division,60,CAM
246430,D. Vlahovic,Dušan Vlahović,19,2000-01-28,190,80,Serbia,Fiorentina,Italian Serie A,60,ST
246957,A. van der Heide,Arjen van der Heide,17,2001-11-19,172,70,Netherlands,SC Heerenveen,Holland Eredivisie,60,LW
252488,K. Sardella,Killian Sardella,17,2002-05-02,177,64,Belgium,RSC Anderlecht,Belgian Jupiler Pro League,60,"RB, CB"
233745,P. Bargiel,Przemysław Bargiel,19,2000-03-26,180,70,Poland,Milan,Italian Serie A,60,CAM
236604,L. Sandoval,Luis Fernando Sandoval Oyola,20,1999-06-01,183,76,Colombia,Junior FC,Colombian Liga Postobón,60,"RM, ST"
236663,E. Balcombe,Ellery Balcombe,19,1999-10-15,183,76,England,Brentford,English League Championship,60,GK
237935,K. Klaesson,Kristoffer Klaesson,18,2000-11-27,189,76,Norway,Vålerenga Fotball,Norwegian Eliteserien,60,GK
238186,M. Bułka,Marcin Bułka,19,1999-10-04,199,90,Poland,Paris Saint-Germain,French Ligue 1,60,GK
240776,S. Laiton,Sonny Patrick Laiton,19,2000-01-28,198,80,France,AJ Auxerre,French Ligue 2,60,GK
240906,B. Adekanye,Bobby Adekanye,20,1999-02-14,170,62,Netherlands,Lazio,Italian Serie A,60,"RW, LW"
241186,V. Kušej,Vasil Kušej,19,2000-05-24,166,69,Czech Republic,SG Dynamo Dresden,German 2. Bundesliga,60,"CF, CAM"
241632,B. Garré,Benjamín Antonio Garré,18,2000-07-11,171,63,Argentina,Manchester City,English Premier League,60,LW
243513,G. Corbo,Gabriele Corbo,19,2000-01-11,185,76,Italy,Bologna,Italian Serie A,60,CB
245553,J. Scott,James Scott,18,2000-08-30,188,87,Scotland,Motherwell,Scottish Premiership,60,ST
246064,J. Peñaloza,Juan Sebastián Peñaloza Ragga,19,2000-05-03,172,64,Colombia,SD Huesca,Spanish Segunda División,60,"RM, CF"
246335,F. Navarro,Federico Navarro,19,2000-03-09,171,69,Argentina,Club Atlético Talleres,Argentina Primera División,60,"CM, RM"
246401,F. Hartmann,Fabrice Daniel Hartmann,18,2001-03-02,178,68,Germany,RB Leipzig,German 1. Bundesliga,60,"RW, ST"
247544,I. Tarasov,Ivan Tarasov,19,2000-01-30,173,68,Russia,HJK Helsinki,Rest of World,60,"RW, LW, ST"
247721,T. Raschl,Tobias Raschl,19,2000-02-21,177,75,Germany,Borussia Dortmund,German 1. Bundesliga,60,CDM
248487,Lee Soo Bin,이수빈 Soo Bin Lee,19,2000-05-07,180,65,Korea Republic,Pohang Steelers,Korean K League Classic,60,CM
248740,G. Ahadme,Gassan Ahadme Yahyai,18,2000-11-17,188,76,Morocco,Norwich City,English Premier League,60,ST
250813,L. Greiml,Leo Greiml,17,2001-07-03,186,72,Austria,SK Rapid Wien,Austrian Football Bundesliga,60,CB
250992,Jesús Alvarez,Jesús Álvarez Aguado,19,1999-11-17,180,72,Spain,Real Zaragoza,Spanish Segunda División,60,"CB, CM"
251494,B. Bida,Bartosz Bida,18,2001-02-21,175,67,Poland,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,60,"ST, LM"
251855,W. Taïbi,Waniss Taïbi,17,2002-01-01,175,60,France,Angers SCO,French Ligue 1,60,"CM, CAM"
252745,A. Martina,Alessandro Martina,18,2000-11-17,177,74,Italy,Trapani,Italian Serie B,60,LB
229184,T. Baack,Tom Baack,20,1999-03-13,180,74,Germany,SSV Jahn Regensburg,German 2. Bundesliga,60,"CB, RB, CDM"
233092,J. Pereyra,Joaquín Nicolás Pereyra,20,1998-12-01,181,71,Argentina,Rosario Central,Argentina Primera División,60,"CM, CAM, CDM"
235960,G. Güney,Gökay Güney,20,1999-05-19,180,72,Turkey,Galatasaray SK,Turkish Süper Lig,60,CDM
236008,B. Morris,Benjamin Morris,19,1999-07-06,175,60,England,Ipswich Town,English League One,60,ST
237037,R. Sears,Ryan Sears,20,1998-12-30,181,72,England,Shrewsbury,English League One,60,"RB, CB"
237232,B. Şen,Batuhan Ahmet Şen,20,1999-02-03,192,81,Turkey,Galatasaray SK,Turkish Süper Lig,60,GK
238236,O. Brynhildsen,Ola Brynhildsen,20,1999-04-27,175,70,Norway,Stabæk Fotball,Norwegian Eliteserien,60,"LM, RM"
238458,E. Vertainen,Eetu Vertainen,20,1999-05-11,189,82,Finland,HJK Helsinki,Rest of World,60,"ST, CAM"
240278,S. Szota,Serafin Szota,20,1999-03-04,186,78,Poland,Wisła Kraków,Polish T-Mobile Ekstraklasa,60,"CB, RB"
241027,B. Galván,Braian Alejandro Galván,18,2000-10-06,166,64,Argentina,Club Atlético Colón,Argentina Primera División,60,"ST, RW"
241650,J. Lahne,Jack Daniel Kalichi Lahne,17,2001-10-24,170,68,Sweden,Amiens SC,French Ligue 1,60,ST
242974,K. Sessa,Kevin Sessa,18,2000-07-06,175,70,Germany,1. FC Heidenheim 1846,German 2. Bundesliga,60,"CM, RM, RB"
243427,R. Edmondson,Ryan Edmondson,18,2001-05-20,185,78,England,Leeds United,English League Championship,60,ST
244613,A. Nava,Antonio Nava Cid,19,1999-09-09,169,63,Mexico,Club Tijuana,Mexican Liga MX,60,RM
245784,A. Tripaldelli,Alessandro Tripaldelli,20,1999-02-09,182,77,Italy,Sassuolo,Italian Serie A,60,LB
246592,Algobia,Ángel Algobia Esteves,20,1999-06-23,180,78,Spain,Rayo Vallecano,Spanish Segunda División,60,CM
246784,K. Cannavò,Kevin Cannavò,19,2000-02-09,180,70,Italy,Empoli,Italian Serie B,60,"ST, LW"
247102,H. Luna,Hernán Camilo Luna Gómez,19,1999-11-11,176,75,Colombia,Unión Magdalena,Colombian Liga Postobón,60,RM
247499,A. Ayala,Andrés Óscar Ayala,19,2000-03-13,169,66,Argentina,Estudiantes de La Plata,Argentina Primera División,60,CDM
247841,C. Aguirre,César Adrián Aguirre Puebla,20,1999-03-24,177,73,Mexico,Club Necaxa,Mexican Liga MX,60,"RM, RW"
248202,Elias Ramírez,Elias Ramírez García,20,1999-04-23,192,80,Spain,RCD Mallorca,Spain Primera Division,60,GK
248541,Jara,Roberto Jara Fernández,20,1998-09-10,193,83,Spain,CD Numancia,Spanish Segunda División,60,GK
248784,T. Nkada,Timothé Nkada,19,1999-07-20,177,72,France,Stade de Reims,French Ligue 1,60,ST
251499,T. Sabitzer,Thomas Sabitzer,18,2000-10-12,176,65,Austria,LASK Linz,Austrian Football Bundesliga,60,"ST, RW"
252386,Carlos Kevin,Carlos Kevin Omoruyi Benjamin,18,2001-01-01,178,71,Spain,SD Huesca,Spanish Segunda División,60,ST
252464,A. Dallas,Andrew Dallas,19,1999-07-22,178,79,Scotland,Cambridge United,English League Two,60,ST
252580,P. Mukairu,Paul Omo Mukairu,19,2000-01-18,182,72,Nigeria,Antalyaspor,Turkish Süper Lig,60,"LW, ST"
252826,F. Çetinkaya,Furkan Çetinkaya,18,2001-01-21,188,80,Turkey,Kasimpaşa SK,Turkish Süper Lig,60,CB
230068,D. Duhaney,Demeaco Duhaney,20,1998-10-13,180,70,England,Huddersfield Town,English League Championship,60,"RB, LB"
235913,E. Embleton,Elliot Embleton,20,1999-04-02,173,64,England,Sunderland,English League One,60,"CM, CAM, RM"
235946,S. Lomónaco,Sebastián Ariel Lomónaco,20,1998-09-17,173,73,Argentina,Godoy Cruz,Argentina Primera División,60,ST
237341,S. Stubbs,Sam Stubbs,20,1998-11-20,190,72,England,Hamilton Academical FC,Scottish Premiership,60,CB
237937,F. Myhre,Felix Horn Myhre,20,1999-03-04,180,75,Norway,Vålerenga Fotball,Norwegian Eliteserien,60,CDM
239125,E. Botheim,Erik Botheim,19,2000-01-10,180,70,Norway,Rosenborg BK,Norwegian Eliteserien,60,ST
239778,J. Moder,Jakub Moder,20,1999-04-07,188,78,Poland,Lech Poznań,Polish T-Mobile Ekstraklasa,60,"CAM, CM"
240756,P. Sussek,Patrick Sussek,19,2000-02-08,176,68,Germany,FC Ingolstadt 04,German 3. Bundesliga,60,"CAM, RM"
241379,O. Bailey,Odin Bailey,19,1999-12-08,178,75,England,Birmingham City,English League Championship,60,"CAM, ST"
